Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Career_Category,technical_strength,soft_skill_strength,leadership_index,experience_index,academic_index
Marketing,Organic Chemist,3.55722410862135,5,2,3,1,0,0,2,0,2,1,1,2,0,0,Other,1.6666666666666667,1.0,1,5,3.55722410862135
Biology,Counselor,4.656912690310808,1,0,0,0,1,0,2,3,1,4,4,3,4,0,Research & Science,2.3333333333333335,3.3333333333333335,4,0,5.656912690310808
Chemistry,Zoologist,4.82377161604566,6,2,3,1,3,1,0,2,1,0,4,3,1,1,Research & Science,1.6666666666666667,1.6666666666666667,2,7,7.82377161604566
Engineering,Financial Controller,2.770696765030405,2,1,4,0,7,0,3,3,4,3,2,2,1,1,Other,3.0,2.6666666666666665,1,6,9.770696765030404
Biology,Electrical Engineer,3.57082393247101,9,0,3,0,7,1,0,4,2,2,2,2,3,0,Research & Science,1.3333333333333333,2.6666666666666665,3,4,10.57082393247101
Education,Quantum Physicist,3.4075412858243093,7,0,4,0,4,0,1,3,3,1,3,1,4,0,Education,2.3333333333333335,1.6666666666666667,4,4,7.407541285824309
Physics,Teacher,3.552411023792174,3,2,3,0,5,1,2,0,3,3,2,4,3,0,Research & Science,2.3333333333333335,2.3333333333333335,3,6,8.552411023792175
Biology,Software Developer,4.78245392003014,2,0,1,0,6,1,0,2,0,4,3,2,1,1,Research & Science,1.0,2.6666666666666665,1,3,10.78245392003014
Art,Credit Analyst,4.03514400956125,3,2,0,0,6,0,0,4,0,3,3,4,1,0,Other,1.0,3.6666666666666665,1,2,10.03514400956125
Biology,Education Administrator,4.209024504899428,4,0,3,0,4,1,0,0,1,0,0,2,4,1,Research & Science,0.3333333333333333,0.6666666666666666,4,5,8.209024504899428
Music,School Counselor,3.006804733455005,6,1,2,0,3,1,1,2,0,2,4,3,1,1,Other,1.6666666666666667,2.3333333333333335,1,5,6.006804733455005
Law,Financial Analyst,2.774539906208788,7,2,0,0,9,1,3,1,1,4,0,4,1,0,Public & Legal,1.3333333333333333,3.0,1,3,11.774539906208787
Marketing,Doctor,4.871431026840165,4,2,2,0,2,0,0,1,3,2,3,3,1,1,Other,2.0,2.0,1,5,6.871431026840165
Art,Urban Planner,3.5581314257421006,3,0,0,1,9,0,4,3,4,4,3,0,3,0,Other,3.6666666666666665,2.3333333333333335,4,0,12.5581314257421
Law,Nurse,2.84461313211452,1,0,3,1,6,1,0,3,2,1,4,3,4,1,Public & Legal,2.0,2.3333333333333335,5,5,8.844613132114521
Engineering,Marketing Manager,4.14356672904488,5,2,2,1,3,1,1,1,1,4,0,2,3,0,Other,0.6666666666666666,2.3333333333333335,4,5,7.14356672904488
Physics,Marketing Manager,3.7335646015667328,3,0,1,1,9,0,0,2,3,3,0,4,0,1,Research & Science,1.0,3.0,1,2,12.733564601566734
Business,Risk Analyst,4.97704221645129,6,1,0,0,8,0,1,0,1,2,3,1,1,1,Management,1.6666666666666667,1.0,1,2,12.97704221645129
Physics,Doctor,4.045308247473512,2,1,0,0,1,0,1,2,3,2,0,4,4,0,Research & Science,1.3333333333333333,2.6666666666666665,4,1,5.045308247473512
Psychology,Dentist,4.593538475654422,0,0,3,1,8,0,2,0,0,1,3,3,1,0,Other,1.6666666666666667,1.3333333333333333,2,3,12.593538475654423
Music,Chemical Engineer,4.057946479778872,3,2,1,0,1,1,2,3,1,3,4,3,4,1,Other,2.3333333333333335,3.0,4,5,5.057946479778872
Biology,Counselor,2.544597786851869,4,1,2,1,7,1,2,3,0,4,1,2,2,1,Research & Science,1.0,3.0,3,5,9.544597786851869
Psychology,Human Resources Specialist,2.797925090241715,4,2,3,1,1,1,1,4,2,1,4,2,0,1,Other,2.3333333333333335,2.3333333333333335,1,7,3.797925090241715
Engineering,Musician,4.26570865085019,9,2,1,0,9,1,3,4,4,3,1,3,1,0,Other,2.6666666666666665,3.3333333333333335,1,4,13.26570865085019
Biology,Acoustics Specialist,3.9928894709334246,3,1,0,0,3,0,3,0,2,0,4,2,4,0,Research & Science,3.0,0.6666666666666666,4,1,6.992889470933425
Music,Composer,2.829119907325276,8,1,4,0,8,1,0,1,3,4,1,2,4,0,Other,1.3333333333333333,2.3333333333333335,4,6,10.829119907325277
Finance,Physician Assistant,4.448400788633768,1,0,1,1,3,1,2,3,1,4,0,4,4,0,Other,1.0,3.6666666666666665,5,2,7.448400788633768
Education,Quantum Physicist,3.5954412464111307,2,2,3,0,7,1,0,1,0,1,4,0,1,0,Education,1.3333333333333333,0.6666666666666666,1,6,10.59544124641113
Biology,Credit Analyst,4.438427533419995,3,2,1,1,5,1,1,1,3,1,1,0,3,1,Research & Science,1.6666666666666667,0.6666666666666666,4,5,9.438427533419995
Psychology,Doctor,2.524025714859995,7,2,2,0,1,0,3,0,1,4,0,4,0,1,Other,1.3333333333333333,2.6666666666666665,0,5,3.524025714859995
Art,Physical Chemist,4.115040055401629,0,0,4,1,3,1,3,1,3,4,4,4,0,1,Other,3.3333333333333335,3.0,1,6,7.115040055401629
Physics,School Counselor,3.751540599287893,3,1,4,1,8,1,1,3,3,0,2,1,1,1,Research & Science,2.0,1.3333333333333333,2,7,11.751540599287893
Business,Education Administrator,3.471636376224553,7,1,3,1,2,0,4,0,4,3,2,3,1,0,Management,3.3333333333333335,2.0,2,4,5.471636376224553
Physics,Financial Analyst,3.775845719300928,8,0,2,0,0,1,2,4,4,3,0,4,1,1,Research & Science,2.0,3.6666666666666665,1,4,3.775845719300928
Business,Special Education Teacher,3.083215761572844,6,2,4,1,1,0,1,0,4,2,4,1,3,1,Management,3.0,1.0,4,7,4.083215761572844
Marketing,Quantum Physicist,3.606848263315983,8,0,1,0,1,0,0,1,2,0,3,2,1,0,Other,1.6666666666666667,1.0,1,1,4.6068482633159835
Marketing,Composer,4.869992711227923,7,0,3,1,7,1,1,4,0,3,2,1,1,0,Other,1.0,2.6666666666666665,2,4,11.869992711227923
Engineering,Investment Banker,2.678756016197737,2,0,4,1,6,1,2,4,0,3,3,3,2,0,Other,1.6666666666666667,3.3333333333333335,3,5,8.678756016197736
Business,Financial Controller,3.3420687376585425,1,0,2,0,9,1,4,4,0,2,3,0,3,0,Management,2.3333333333333335,2.0,3,3,12.342068737658543
Chemistry,Counselor,4.412119385223923,7,2,2,0,3,0,4,1,1,0,2,4,0,1,Research & Science,2.3333333333333335,1.6666666666666667,0,5,7.412119385223923
Physics,Legal Secretary,3.5848390056509176,5,2,0,1,3,1,3,3,0,4,0,1,3,0,Research & Science,1.0,2.6666666666666665,4,3,6.584839005650918
Engineering,Human Resources Specialist,2.753974148866076,8,2,0,0,6,1,4,1,4,4,1,0,2,0,Other,3.0,1.6666666666666667,2,3,8.753974148866076
Business,Zoologist,4.5457592519455225,4,2,2,1,7,1,3,2,4,3,0,4,0,1,Management,2.3333333333333335,3.0,1,6,11.545759251945523
Psychology,Microbiologist,3.275887635398215,4,0,4,0,4,1,1,4,3,1,2,4,3,0,Other,2.0,3.0,3,5,7.275887635398215
Finance,Biomedical Engineer,3.7049131047775608,0,2,1,1,2,1,1,1,2,4,4,2,3,0,Other,2.3333333333333335,2.3333333333333335,4,4,5.70491310477756
Law,Legal Consultant,2.7460013963007626,6,2,0,1,9,0,3,0,3,2,0,1,3,0,Public & Legal,2.0,1.0,4,2,11.746001396300763
Medicine,Lawyer,2.731230080781108,3,1,1,0,2,1,4,0,2,0,3,2,2,1,Healthcare,3.0,0.6666666666666666,2,4,4.731230080781108
Art,Acoustics Specialist,4.753498784974873,7,1,3,0,7,0,1,0,1,3,1,0,0,1,Other,1.0,1.0,0,5,11.753498784974873
Psychology,Lawyer,3.9869650230329774,7,2,3,0,4,1,1,1,3,4,4,4,2,0,Other,2.6666666666666665,3.0,2,6,7.986965023032978
Finance,Graphic Designer,4.673539505093884,6,0,2,1,1,1,2,0,0,2,2,3,1,0,Other,1.3333333333333333,1.6666666666666667,2,3,5.673539505093884
Biology,Game Developer,4.645426968239642,2,0,4,1,9,1,2,4,2,1,0,1,2,1,Research & Science,1.3333333333333333,2.0,3,6,13.645426968239642
Law,Sound Engineer,2.773631471017561,4,0,3,1,9,1,3,4,2,0,4,1,0,1,Public & Legal,3.0,1.6666666666666667,1,5,11.773631471017561
Psychology,Legal Secretary,3.0469069168087564,4,2,0,1,9,1,3,0,4,0,4,2,1,1,Other,3.6666666666666665,0.6666666666666666,2,4,12.046906916808757
Engineering,Architectural Technologist,2.58963478739815,4,1,4,1,1,1,4,4,2,1,4,1,2,1,Other,3.3333333333333335,2.0,3,7,3.58963478739815
Psychology,Mechanical Engineer,3.192277226820485,1,1,2,1,3,1,3,3,0,4,2,2,3,1,Other,1.6666666666666667,3.0,4,5,6.192277226820485
Psychology,Quantum Physicist,3.308116367570677,8,0,1,1,5,1,2,4,3,3,0,3,1,1,Other,1.6666666666666667,3.3333333333333335,2,3,8.308116367570676
Marketing,Marketing Manager,3.949139911269128,4,2,2,0,6,0,2,4,1,0,4,2,0,1,Other,2.3333333333333335,2.0,0,5,9.949139911269128
Education,Mechanical Engineer,3.6012515947054062,0,0,1,0,3,1,3,1,3,4,0,3,1,1,Education,2.0,2.6666666666666665,1,3,6.601251594705406
Marketing,Chemical Engineer,4.13266163476268,0,0,2,1,2,0,2,2,0,1,3,0,4,1,Other,1.6666666666666667,1.0,5,3,6.13266163476268
Computer Science,Human Resources Specialist,4.140517958454076,5,1,4,1,0,0,3,2,1,1,1,0,2,0,Technology,1.6666666666666667,1.0,3,5,4.140517958454076
Architecture,Forensic Psychologist,3.16074790124114,3,1,0,1,5,0,1,0,2,2,0,1,4,0,Other,1.0,1.0,5,1,8.160747901241141
Education,Advertising Manager,3.834980522730018,3,1,2,1,7,0,2,2,4,1,3,2,1,0,Education,3.0,1.6666666666666667,2,3,10.834980522730017
Music,Musician,3.595820614252545,8,2,0,1,7,0,2,2,2,4,4,2,4,1,Other,2.6666666666666665,2.6666666666666665,5,3,10.595820614252546
Business,Zoologist,4.602115357335547,9,0,3,0,2,0,2,4,2,3,2,3,1,1,Management,2.0,3.3333333333333335,1,4,6.602115357335547
Art,Judge,4.403253790821194,2,1,2,1,4,0,2,4,4,3,4,4,0,1,Other,3.3333333333333335,3.6666666666666665,1,4,8.403253790821193
Business,School Counselor,4.597810874254581,6,1,1,0,5,0,3,2,3,0,4,4,1,1,Management,3.3333333333333335,2.0,1,3,9.59781087425458
Chemistry,Conductor,3.12306691915816,6,1,2,1,2,0,4,2,2,0,3,2,2,1,Research & Science,3.0,1.3333333333333333,3,4,5.12306691915816
Finance,Risk Analyst,4.937099227174048,7,0,2,1,6,0,1,1,2,1,4,1,3,1,Other,2.3333333333333335,1.0,4,3,10.937099227174048
Art,Industrial-Organizational Psychologist,3.795421658258971,3,0,2,1,6,1,3,4,2,0,2,0,1,1,Other,2.3333333333333335,1.3333333333333333,2,4,9.79542165825897
Psychology,Architect,4.57391292861482,8,0,2,1,4,0,3,1,4,2,0,0,4,1,Other,2.3333333333333335,1.0,5,3,8.57391292861482
Physics,Ecologist,3.9810805458344327,4,2,1,0,7,1,0,4,4,1,0,0,1,1,Research & Science,1.3333333333333333,1.6666666666666667,1,5,10.981080545834432
Engineering,Physical Chemist,4.704557682812567,2,0,2,0,4,0,4,0,0,0,3,3,1,1,Other,2.3333333333333335,1.0,1,3,8.704557682812567
Biology,Geneticist,4.385589100782209,8,2,2,1,7,1,3,0,2,1,1,4,2,0,Research & Science,2.0,1.6666666666666667,3,5,11.385589100782209
Education,Zoologist,4.249329277758951,6,2,1,0,6,1,2,0,0,0,4,0,2,1,Education,2.0,0.0,2,5,10.249329277758951
Chemistry,Legal Consultant,3.4106001462526447,6,0,4,1,2,0,0,0,3,3,2,2,4,1,Research & Science,1.6666666666666667,1.6666666666666667,5,5,5.410600146252644
Music,School Psychologist,4.674527119034053,8,0,2,1,8,0,0,2,2,4,3,2,2,1,Other,1.6666666666666667,2.6666666666666665,3,3,12.674527119034053
Education,Clinical Psychologist,3.693907548642008,2,1,1,1,4,1,3,3,0,3,4,3,3,0,Education,2.3333333333333335,3.0,4,3,7.693907548642008
Education,Entrepreneur,2.6870709781944524,9,1,2,0,7,1,4,2,0,2,2,1,1,0,Education,2.0,1.6666666666666667,1,4,9.687070978194452
Art,Judge,4.500161306623763,8,0,1,1,3,0,1,3,0,2,0,4,0,1,Other,0.3333333333333333,3.0,1,2,7.500161306623763
Computer Science,Actuary,3.820213499207744,2,1,4,0,4,0,0,0,0,4,3,4,0,1,Technology,1.0,2.6666666666666665,0,6,7.820213499207744
Art,Industrial-Organizational Psychologist,2.548292819610888,3,1,2,0,7,1,1,3,1,2,3,3,2,1,Other,1.6666666666666667,2.6666666666666665,2,5,9.548292819610888
Medicine,Conductor,3.90149491081693,3,0,4,1,9,1,2,3,0,4,3,2,0,1,Healthcare,1.6666666666666667,3.0,1,6,12.901494910816929
Architecture,Data Scientist,2.6531482855848583,7,0,2,1,9,0,3,1,0,2,1,0,2,0,Other,1.3333333333333333,1.0,3,2,11.653148285584859
Computer Science,Musician,2.836467813536144,8,1,0,1,1,0,2,0,0,0,3,1,0,0,Technology,1.6666666666666667,0.3333333333333333,1,1,3.836467813536144
Music,Nuclear Physicist,2.722837880549928,7,1,0,1,2,1,3,3,0,1,4,0,2,0,Other,2.3333333333333335,1.3333333333333333,3,2,4.722837880549928
Business,Architect,4.468229835196153,0,2,2,1,4,1,2,3,3,4,3,3,3,0,Management,2.6666666666666665,3.3333333333333335,4,5,8.468229835196153
Physics,Physician Assistant,4.4910500117382846,6,2,0,1,3,1,1,1,4,1,4,2,3,1,Research & Science,3.0,1.3333333333333333,4,4,7.4910500117382846
Business,Forensic Psychologist,3.493333403846961,4,0,3,0,7,1,4,3,4,1,3,4,2,0,Management,3.6666666666666665,2.6666666666666665,2,4,10.493333403846961
Medicine,Paralegal,4.5367290913961416,3,1,3,1,0,0,1,1,4,4,0,2,2,1,Healthcare,1.6666666666666667,2.3333333333333335,3,5,4.5367290913961416
Biology,Human Resources Specialist,3.9656566283119545,4,2,3,1,2,1,4,1,0,0,0,0,1,0,Research & Science,1.3333333333333333,0.3333333333333333,2,6,5.9656566283119545
Art,Biologist,2.679571633341125,5,1,2,1,5,1,0,0,2,3,0,0,4,1,Other,0.6666666666666666,1.0,5,5,7.679571633341125
Finance,Game Developer,2.6924346341722223,3,0,2,1,7,0,1,4,0,4,2,1,0,1,Other,1.0,3.0,1,3,9.692434634172223
Medicine,School Counselor,3.3939956819532955,7,1,3,0,4,0,3,3,2,4,1,0,2,0,Healthcare,2.0,2.3333333333333335,2,4,7.393995681953296
Chemistry,Composer,3.473629558652366,6,2,3,0,9,0,0,0,1,1,1,4,3,1,Research & Science,0.6666666666666666,1.6666666666666667,3,6,12.473629558652366
Education,Education Administrator,2.743889346827451,0,1,1,1,0,0,1,2,2,0,4,3,2,0,Education,2.3333333333333335,1.6666666666666667,3,2,2.743889346827451
Finance,Industrial-Organizational Psychologist,2.7561292516842832,1,1,1,0,7,1,3,3,2,3,4,1,3,0,Other,3.0,2.3333333333333335,3,3,9.756129251684284
Biology,Paralegal,3.545072598316282,7,2,3,0,9,1,2,4,4,2,2,0,1,0,Research & Science,2.6666666666666665,2.0,1,6,12.545072598316281
Art,Electrical Engineer,4.878690745441848,0,1,3,0,0,0,4,0,4,2,2,4,2,0,Other,3.3333333333333335,2.0,2,4,4.878690745441848
Biology,Art Therapist,2.6744847579930138,9,2,0,0,1,1,3,1,0,3,2,3,2,0,Research & Science,1.6666666666666667,2.3333333333333335,2,3,3.6744847579930138
Engineering,Social Media Manager,3.760487980160645,4,2,4,1,7,0,4,4,2,1,4,1,0,1,Other,3.3333333333333335,2.0,1,7,10.760487980160645
Marketing,Paralegal,3.096551396552849,7,2,4,1,2,1,3,2,4,2,3,4,4,0,Other,3.3333333333333335,2.6666666666666665,5,7,5.096551396552849
Finance,Surgeon,4.382527979602347,3,2,2,1,2,1,0,1,1,0,0,4,3,1,Other,0.3333333333333333,1.6666666666666667,4,6,6.382527979602347
Architecture,Financial Advisor,4.023855435253016,7,2,0,0,9,1,3,3,4,4,3,4,4,1,Other,3.3333333333333335,3.6666666666666665,4,4,13.023855435253015
Computer Science,Quantum Physicist,3.329142040338502,9,1,1,0,8,0,4,3,3,3,2,0,1,1,Technology,3.0,2.0,1,3,11.329142040338501
Marketing,Interior Designer,2.612926363985145,4,0,0,1,1,1,2,4,4,4,1,2,2,1,Other,2.3333333333333335,3.3333333333333335,3,2,3.612926363985145
Medicine,Actuary,3.7870021403238088,3,2,1,0,3,1,0,2,1,2,1,0,3,0,Healthcare,0.6666666666666666,1.3333333333333333,3,4,6.787002140323809
Computer Science,Chemist,3.539731922711887,8,1,2,1,9,0,0,4,1,2,4,4,3,0,Technology,1.6666666666666667,3.3333333333333335,4,3,12.539731922711887
Finance,School Psychologist,4.503836702352007,8,1,2,1,2,0,3,0,1,3,4,3,1,1,Other,2.6666666666666665,2.0,2,4,6.503836702352007
Chemistry,Architect,4.7395849315737,4,1,1,0,1,0,2,1,0,0,0,1,3,0,Research & Science,0.6666666666666666,0.6666666666666666,3,2,5.7395849315737
Education,Civil Engineer,2.509816370415349,7,0,2,1,7,0,2,0,4,2,3,2,0,1,Education,3.0,1.3333333333333333,1,3,9.509816370415349
Computer Science,Investment Banker,3.8003041362156447,3,2,4,0,3,0,1,0,1,3,0,3,4,1,Technology,0.6666666666666666,2.0,4,7,6.800304136215645
Biology,Physicist,4.777384960362773,7,2,2,0,4,1,0,1,2,3,2,2,3,1,Research & Science,1.3333333333333333,2.0,3,6,8.777384960362774
Education,Clinical Psychologist,2.8772563290175555,5,1,1,0,2,1,2,4,3,4,1,0,4,0,Education,2.0,2.6666666666666665,4,3,4.8772563290175555
Medicine,Physicist,3.6033414384616624,8,2,0,1,7,0,3,3,3,3,2,3,0,1,Healthcare,2.6666666666666665,3.0,1,3,10.603341438461662
Business,Judge,2.652224088927534,8,0,0,0,9,0,0,3,1,3,0,0,4,1,Management,0.3333333333333333,2.0,4,1,11.652224088927534
Computer Science,Financial Controller,4.256982900720942,3,2,3,0,1,1,4,4,1,4,4,2,3,0,Technology,3.0,3.3333333333333335,3,6,5.256982900720942
Art,School Psychologist,2.7815312552066724,4,0,4,0,7,0,4,1,2,1,2,2,3,1,Other,2.6666666666666665,1.3333333333333333,3,5,9.781531255206673
Law,Landscape Architect,2.674148213892701,3,1,0,1,2,1,0,0,0,3,3,0,4,1,Public & Legal,1.0,1.0,5,3,4.6741482138927015
Marketing,Biologist,4.362263778110732,7,2,1,1,5,0,4,4,4,4,2,0,2,0,Other,3.3333333333333335,2.6666666666666665,3,3,9.362263778110732
Marketing,Advertising Manager,2.749887472276545,8,1,4,0,5,0,1,2,1,0,1,1,3,0,Other,1.0,1.0,3,5,7.749887472276545
Art,Software Developer,2.8876316953718257,9,0,0,0,4,1,3,3,0,4,2,3,3,1,Other,1.6666666666666667,3.3333333333333335,3,2,6.887631695371826
Music,Education Administrator,4.470004532267255,4,2,1,1,9,0,4,0,3,0,3,3,3,0,Other,3.3333333333333335,1.0,4,3,13.470004532267254
Medicine,Teacher,2.83260906595535,1,0,3,1,8,0,0,1,4,2,4,2,2,0,Healthcare,2.6666666666666665,1.6666666666666667,3,3,10.83260906595535
Marketing,Industrial-Organizational Psychologist,4.82944356041901,0,1,4,0,0,0,0,0,3,0,0,3,4,0,Other,1.0,1.0,4,5,4.82944356041901
Education,Architectural Technologist,3.4308668373352846,5,1,0,1,7,0,4,3,1,1,1,0,3,0,Education,2.0,1.3333333333333333,4,1,10.430866837335284
Psychology,Marketing Manager,4.4814764666466615,1,2,1,1,1,0,0,3,0,1,2,2,1,1,Other,0.6666666666666666,2.0,2,4,5.4814764666466615
Computer Science,Manager,4.196294045465844,1,1,4,0,7,1,4,1,4,0,3,0,4,0,Technology,3.6666666666666665,0.3333333333333333,4,6,11.196294045465844
Art,Counselor,2.6350683031570528,5,2,1,1,6,1,1,3,1,4,4,4,1,1,Other,2.0,3.6666666666666665,2,5,8.635068303157052
Finance,Nurse,2.506163625634932,4,1,4,1,5,0,1,0,2,3,1,4,3,0,Other,1.3333333333333333,2.3333333333333335,4,5,7.506163625634931
Physics,School Psychologist,3.7874363088995313,7,0,2,0,4,0,2,3,4,1,3,4,3,1,Research & Science,3.0,2.6666666666666665,3,3,7.787436308899531
Psychology,Market Research Analyst,2.541420087805521,2,1,2,1,3,1,3,4,4,2,0,2,3,0,Other,2.3333333333333335,2.6666666666666665,4,4,5.5414200878055215
Education,Astronomer,3.33656831772894,1,2,0,1,9,0,4,1,1,0,2,0,4,1,Education,2.3333333333333335,0.3333333333333333,5,3,12.33656831772894
Marketing,Investment Banker,4.213945256686175,8,2,3,0,9,0,2,2,4,3,0,4,2,1,Other,2.0,3.0,2,6,13.213945256686175
Music,Industrial-Organizational Psychologist,4.250349694527723,2,1,2,0,1,0,3,0,1,1,3,3,3,0,Other,2.3333333333333335,1.3333333333333333,3,3,5.250349694527723
Engineering,Marketing Specialist,4.403994604219585,3,1,1,1,8,0,1,3,4,2,0,2,2,0,Other,1.6666666666666667,2.3333333333333335,3,2,12.403994604219585
Physics,Zoologist,4.363813085889955,4,2,3,1,1,0,1,3,1,0,0,0,3,1,Research & Science,0.6666666666666666,1.0,4,6,5.363813085889955
Chemistry,Clinical Psychologist,3.628299594773884,4,2,2,0,1,1,0,0,4,3,0,3,3,0,Research & Science,1.3333333333333333,2.0,3,5,4.628299594773884
Education,Marketing Manager,3.4382825667006367,5,0,0,0,5,1,4,0,2,3,1,2,3,1,Education,2.3333333333333335,1.6666666666666667,3,2,8.438282566700636
Computer Science,Interior Designer,2.6129969594154847,9,2,1,0,4,1,2,4,1,3,1,3,0,1,Technology,1.3333333333333333,3.3333333333333335,0,5,6.612996959415485
Art,Curriculum Developer,4.736427424787335,6,2,0,1,8,1,3,0,1,4,4,1,4,0,Other,2.6666666666666665,1.6666666666666667,5,3,12.736427424787335
Architecture,Web Developer,3.03767186998442,6,2,0,1,7,1,0,4,0,1,0,2,2,1,Other,0.0,2.3333333333333335,3,4,10.03767186998442
Engineering,Pharmacist,3.719517020247749,5,1,4,0,6,0,0,2,4,2,0,3,3,0,Other,1.3333333333333333,2.3333333333333335,3,5,9.71951702024775
Music,Clinical Psychologist,3.134432367470478,9,1,3,1,2,0,4,2,0,4,4,1,2,1,Other,2.6666666666666665,2.3333333333333335,3,5,5.1344323674704775
Marketing,Digital Marketing Specialist,2.7165607342489007,3,2,4,0,3,1,3,4,1,4,2,4,2,0,Other,2.0,4.0,2,7,5.716560734248901
Education,Conductor,3.3117378613143704,0,0,4,0,6,0,4,1,3,3,4,4,0,0,Education,3.6666666666666665,2.6666666666666665,0,4,9.31173786131437
Psychology,Astronomer,2.526669577421005,5,1,0,1,0,1,4,2,0,1,1,4,1,0,Other,1.6666666666666667,2.3333333333333335,2,2,2.526669577421005
Engineering,Digital Marketing Specialist,3.9962979138931214,7,2,0,1,1,0,3,4,1,4,2,0,1,1,Other,2.0,2.6666666666666665,2,3,4.996297913893121
Business,Urban Planner,4.860129935353163,9,0,4,1,5,0,2,2,1,2,3,2,0,1,Management,2.0,2.0,1,5,9.860129935353163
Music,Nurse,4.425406867347927,1,1,1,1,8,0,3,0,2,2,0,0,1,1,Other,1.6666666666666667,0.6666666666666666,2,3,12.425406867347927
Chemistry,Principal,3.800482308428063,4,2,1,0,7,0,2,2,0,1,2,3,1,1,Research & Science,1.3333333333333333,2.0,1,4,10.800482308428062
Chemistry,Curriculum Developer,4.14353071585807,9,1,0,0,1,1,0,1,3,1,0,1,1,1,Research & Science,1.0,1.0,1,3,5.14353071585807
Education,Physical Chemist,2.77710437083843,6,1,0,0,9,0,1,4,4,1,1,2,4,1,Education,2.0,2.3333333333333335,4,2,11.77710437083843
Architecture,Digital Marketing Specialist,2.851686816563043,7,2,2,0,6,1,1,2,2,3,0,1,1,0,Other,1.0,2.0,1,5,8.851686816563042
Business,Principal,2.698402854199557,2,0,0,1,4,1,0,4,4,4,0,1,1,0,Management,1.3333333333333333,3.0,2,1,6.698402854199557
Medicine,Animator,2.574158740657918,2,2,1,1,4,1,1,4,0,1,0,4,2,0,Healthcare,0.3333333333333333,3.0,3,4,6.574158740657918
Chemistry,Biomedical Engineer,4.557176303665877,0,0,2,1,4,0,4,2,3,0,4,0,3,1,Research & Science,3.6666666666666665,0.6666666666666666,4,3,8.557176303665877
Music,Architectural Technologist,4.103546687171159,9,1,0,0,9,1,0,4,2,4,4,4,2,1,Other,2.0,4.0,2,3,13.103546687171159
Business,Acoustics Specialist,3.257256524131277,7,2,1,0,4,1,0,1,2,0,3,3,4,1,Management,1.6666666666666667,1.3333333333333333,4,5,7.257256524131277
Business,Graphic Designer,3.6471022046172346,8,0,4,1,0,1,3,4,3,3,0,4,0,0,Management,2.0,3.6666666666666665,1,5,3.6471022046172346
Medicine,Brand Manager,3.993800425368233,5,0,1,0,1,1,0,1,4,1,3,3,1,0,Healthcare,2.3333333333333335,1.6666666666666667,1,2,4.993800425368233
Marketing,Zoologist,4.916785068794728,6,0,1,0,4,1,2,0,2,0,3,4,4,1,Other,2.3333333333333335,1.3333333333333333,4,3,8.916785068794727
Music,Music Therapist,4.501362724833463,7,1,0,1,2,0,0,1,3,3,2,0,2,0,Other,1.6666666666666667,1.3333333333333333,3,1,6.501362724833463
Biology,Financial Advisor,4.247139276561124,2,0,1,0,4,1,1,1,3,2,4,1,2,1,Research & Science,2.6666666666666665,1.3333333333333333,2,3,8.247139276561125
Finance,Curriculum Developer,2.7569596098974376,2,2,4,1,2,0,2,2,3,0,1,1,1,1,Other,2.0,1.0,2,7,4.756959609897438
